Kabupaten_Kota,RLS,Tahun,AMH,Status,RLS_lower,RLS_upper,AMH_lower,AMH_upper
Kab. Solok Selatan,7.44,2012,97.32,Actual,7.44,7.44,97.32,97.32
Kab. Solok Selatan,7.8,2013,98.17,Actual,7.8,7.8,98.17,98.17
Kab. Solok Selatan,7.97,2014,98.75,Actual,7.97,7.97,98.75,98.75
Kab. Solok Selatan,7.98,2015,99.61,Actual,7.98,7.98,99.61,99.61
Kab. Solok Selatan,7.99,2016,99.86,Actual,7.99,7.99,99.86,99.86
Kab. Solok Selatan,8.0,2017,99.59,Actual,8.0,8.0,99.59,99.59
Kab. Solok Selatan,8.15,2018,99.38,Actual,8.15,8.15,99.38,99.38
Kab. Solok Selatan,8.16,2019,99.28,Actual,8.16,8.16,99.28,99.28
Kab. Solok Selatan,8.28,2020,99.69,Actual,8.28,8.28,99.69,99.69
Kab. Solok Selatan,8.32,2021,99.5,Actual,8.32,8.32,99.5,99.5
Kab. Solok Selatan,8.41,2022,99.73,Actual,8.41,8.41,99.73,99.73
Kab. Solok Selatan,8.69,2023,99.88,Actual,8.69,8.69,99.88,99.88
Kab. Solok Selatan,8.85,2024,99.62,Actual,8.85,8.85,99.62,99.62
Kab. Solok Selatan,9.2,2025,99.37,Actual,9.2,9.2,99.37,99.37
Kab. Solok Selatan,9.549043734666682,2026,99.12068234362452,Forecast,9.45374776331607,9.642134479633066,98.799572749285,99.44039482703309
Kab. Solok Selatan,9.898087448288518,2027,98.87136536501264,Forecast,9.607521452414042,10.181413242864437,97.76632798586874,99.91020167852272
Kab. Solok Selatan,10.247131161910355,2028,98.62204838640073,Forecast,9.686115196718747,10.81084910103669,96.59627177767713,100.77444969070794
Kab. Solok Selatan,10.5971311596791,2029,98.37204834757345,Forecast,9.727877931192124,11.503922957565747,94.97915340252638,101.6682419171531
Kab. Solok Selatan,10.946174873300937,2030,98.12273136896155,Forecast,9.686987480797306,12.242595338626826,93.50950966476249,103.16789560629039
Kab. Solok Selatan,11.295218586922772,2031,97.87341439034967,Forecast,9.63069658913412,12.954037964649787,91.72451432921622,104.3947626267014
Kab. Solok Selatan,11.644262300544609,2032,97.62409741173775,Forecast,9.556299979595591,13.801559543958373,89.65783409249178,106.1603749698409
Kab. Solok Selatan,11.994262298313354,2033,97.37409737291048,Forecast,9.460509111058965,14.65423064916084,87.50065243528731,107.8113648318331
Kab. Solok Selatan,12.34330601193519,2034,97.12478039429858,Forecast,9.399263541799774,15.55101514637932,85.13467628781997,109.4130909421737
Kab. Solok Selatan,12.692349725557026,2035,96.87546341568668,Forecast,9.290825339113438,16.496345008895243,83.21760550117939,111.16529334524242
Kab. Tanah Datar,7.48,2010,98.28,Actual,7.48,7.48,98.28,98.28
Kab. Tanah Datar,7.58,2011,97.79,Actual,7.58,7.58,97.79,97.79
Kab. Tanah Datar,7.63,2012,97.17,Actual,7.63,7.63,97.17,97.17
Kab. Tanah Datar,7.78,2013,98.24,Actual,7.78,7.78,98.24,98.24
Kab. Tanah Datar,7.8,2014,98.35,Actual,7.8,7.8,98.35,98.35
Kab. Tanah Datar,7.93,2015,99.78,Actual,7.93,7.93,99.78,99.78
Kab. Tanah Datar,8.12,2016,100.0,Actual,8.12,8.12,100.0,100.0
Kab. Tanah Datar,8.14,2017,99.59,Actual,8.14,8.14,99.59,99.59
Kab. Tanah Datar,8.44,2018,99.36,Actual,8.44,8.44,99.36,99.36
Kab. Tanah Datar,8.45,2019,99.82,Actual,8.45,8.45,99.82,99.82
Kab. Tanah Datar,8.61,2020,99.72,Actual,8.61,8.61,99.72,99.72
Kab. Tanah Datar,8.62,2021,99.67,Actual,8.62,8.62,99.67,99.67
Kab. Tanah Datar,8.9,2022,100.0,Actual,8.9,8.9,100.0,100.0
Kab. Tanah Datar,9.02,2023,99.93,Actual,9.02,9.02,99.93,99.93
Kab. Tanah Datar,9.29,2024,99.84,Actual,9.29,9.29,99.84,99.84
Kab. Tanah Datar,9.46,2025,99.75,Actual,9.46,9.46,99.75,99.75
Kab. Tanah Datar,9.629535365984744,2026,99.66024632543191,Forecast,9.50557971208536,9.742970895929359,99.21434563867236,100.128343758676
Kab. Tanah Datar,9.799070879230554,2027,99.57049226979785,Forecast,9.401048649858604,10.15030192642243,98.14768703045371,101.08781412269299
Kab. Tanah Datar,9.968606392476365,2028,99.4807382141638,Forecast,9.211167003702403,10.686644202001855,96.58356783852909,102.41114881533053
Kab. Tanah Datar,10.138606386580385,2029,99.39073825700746,Forecast,8.967905606556005,11.32753262437834,94.75516338418385,104.03045459867987
Kab. Tanah Datar,10.308141899826197,2030,99.3009842013734,Forecast,8.684616103607784,11.987122838540353,92.9230110934984,105.72396934738596
Kab. Tanah Datar,10.477677413072009,2031,99.21123014573934,Forecast,8.30849114644785,12.729299189698319,90.90235598046671,107.64429132937211
Kab. Tanah Datar,10.64721292631782,2032,99.12147609010529,Forecast,7.910593198041035,13.45483470469073,88.56376390682486,109.85766231155374
Kab. Tanah Datar,10.81721292042184,2033,99.03147613294894,Forecast,7.584048162115934,14.327221689911552,85.71976540133575,112.46786902509668
Kab. Tanah Datar,10.98674843366765,2034,98.94172207731489,Forecast,7.095715907961515,15.117411517929291,83.36007113441411,114.69920717959455
Kab. Tanah Datar,11.15628394691346,2035,98.85196802168082,Forecast,6.516598521838257,15.815124830793414,80.34091924399262,117.62125837392153
Kota Bukittinggi,10.5,2010,99.92,Actual,10.5,10.5,99.92,99.92
Kota Bukittinggi,10.56,2011,99.5,Actual,10.56,10.56,99.5,99.5
Kota Bukittinggi,10.62,2012,99.24,Actual,10.62,10.62,99.24,99.24
Kota Bukittinggi,10.66,2013,99.63,Actual,10.66,10.66,99.63,99.63
Kota Bukittinggi,10.71,2014,99.89,Actual,10.71,10.71,99.89,99.89
Kota Bukittinggi,10.79,2015,99.66,Actual,10.79,10.79,99.66,99.66
Kota Bukittinggi,10.98,2016,100.0,Actual,10.98,10.98,100.0,100.0
Kota Bukittinggi,11.3,2017,99.89,Actual,11.3,11.3,99.89,99.89
Kota Bukittinggi,11.31,2018,99.93,Actual,11.31,11.31,99.93,99.93
Kota Bukittinggi,11.32,2019,99.7,Actual,11.32,11.32,99.7,99.7
Kota Bukittinggi,11.33,2020,99.96,Actual,11.33,11.33,99.96,99.96
Kota Bukittinggi,11.34,2021,99.68,Actual,11.34,11.34,99.68,99.68
Kota Bukittinggi,11.63,2022,99.37,Actual,11.63,11.63,99.37,99.37
Kota Bukittinggi,11.64,2023,99.78,Actual,11.64,11.64,99.78,99.78
Kota Bukittinggi,11.65,2024,99.7,Actual,11.65,11.65,99.7,99.7
Kota Bukittinggi,11.66,2025,99.79,Actual,11.66,11.66,99.79,99.79
Kota Bukittinggi,11.669972651780464,2026,99.87975397137069,Forecast,11.60877663881564,11.734479103611026,99.6120498201065,100.17085954932345
Kota Bukittinggi,11.679945324495364,2027,99.96950804028837,Forecast,11.472333220554464,11.884893046626633,99.13040527615513,100.90832013075249
Kota Bukittinggi,11.689917997210264,2028,100.05926210920606,Forecast,11.278070442958576,12.064676660498513,98.52221937432802,101.83164228367517
Kota Bukittinggi,11.699917992316164,2029,100.14926207968242,Forecast,11.0470757194342,12.294320355515875,97.6397860777682,102.9628521876195
Kota Bukittinggi,11.709890665031065,2030,100.23901614860011,Forecast,10.737103879528695,12.535481569721357,96.68186857455149,104.31862660236155
Kota Bukittinggi,11.719863337745965,2031,100.3287702175178,Forecast,10.458000749153264,12.813046679048231,95.49422447370621,105.77370050150644
Kota Bukittinggi,11.729836010460865,2032,100.41852428643547,Forecast,10.14548703561626,13.19263360939907,94.24354617990377,107.22094341085827
Kota Bukittinggi,11.739836005566767,2033,100.50852425691184,Forecast,9.828797715623638,13.591502779092657,92.91163777902374,108.96797383427275
Kota Bukittinggi,11.749808678281667,2034,100.59827832582953,Forecast,9.455618569918522,13.886434974680581,91.36910119924585,110.84278053721383
Kota Bukittinggi,11.759781350996567,2035,100.68803239474721,Forecast,9.08636552148231,14.270922663610506,89.47283867503803,112.74632780394275
Kota Padang,10.34,2010,99.4,Actual,10.34,10.34,99.4,99.4
Kota Padang,10.52,2011,98.89,Actual,10.52,10.52,98.89,98.89
Kota Padang,10.75,2012,99.51,Actual,10.75,10.75,99.51,99.51
Kota Padang,10.89,2013,99.39,Actual,10.89,10.89,99.39,99.39
Kota Padang,10.93,2014,99.74,Actual,10.93,10.93,99.74,99.74
Kota Padang,10.97,2015,99.97,Actual,10.97,10.97,99.97,99.97
Kota Padang,11.24,2016,100.0,Actual,11.24,11.24,100.0,100.0
Kota Padang,11.32,2017,99.73,Actual,11.32,11.32,99.73,99.73
Kota Padang,11.33,2018,99.69,Actual,11.33,11.33,99.69,99.69
Kota Padang,11.34,2019,99.88,Actual,11.34,11.34,99.88,99.88
Kota Padang,11.58,2020,99.9,Actual,11.58,11.58,99.9,99.9
Kota Padang,11.59,2021,99.74,Actual,11.59,11.59,99.74,99.74
Kota Padang,11.6,2022,99.56,Actual,11.6,11.6,99.56,99.56
Kota Padang,11.62,2023,99.81,Actual,11.62,11.62,99.81,99.81
Kota Padang,11.63,2024,99.65,Actual,11.63,11.63,99.65,99.65
Kota Padang,11.64,2025,99.95,Actual,11.64,11.64,99.95,99.95
Kota Padang,11.649972543985298,2026,100.24918075845957,Forecast,11.576180838756072,11.714476896455396,99.9578022311069,100.52314107522008
Kota Padang,11.659945210882615,2027,100.54836110920789,Forecast,11.422658239755204,11.872520410410395,99.61161065961866,101.46371555694135
Kota Padang,11.669917877779932,2028,100.8475414599562,Forecast,11.229424942546041,12.080291500015184,99.11724533173694,102.7290390017861
Kota Padang,11.67991786705231,2029,101.14754148289835,Forecast,10.944088776723731,12.327220145971447,98.47601002730202,104.06042588875661
Kota Padang,11.689890533949628,2030,101.44672183364665,Forecast,10.689721250805288,12.596267458237467,97.50787315921411,105.51490414017609
Kota Padang,11.699863200846945,2031,101.74590218439496,Forecast,10.425862939557938,12.941174438254494,96.57028328882508,106.97856059305524
Kota Padang,11.709835867744262,2032,102.04508253514328,Forecast,10.073050175961695,13.27445281743527,95.67876042516066,108.56846065533196
Kota Padang,11.71983585701664,2033,102.34508255808544,Forecast,9.705982502383547,13.59357424966439,94.43888053908537,110.29962635026844
Kota Padang,11.729808523913958,2034,102.64426290883372,Forecast,9.314307716875605,14.040912313592674,93.13332629451621,112.04080560858506
Kota Padang,11.739781190811277,2035,102.94344325958204,Forecast,8.905228874767346,14.488266138495295,91.73622581582613,114.3098569517128
Kota Padang Panjang,10.0,2010,99.58,Actual,10.0,10.0,99.58,99.58
Kota Padang Panjang,10.19,2011,98.14,Actual,10.19,10.19,98.14,98.14
Kota Padang Panjang,10.36,2012,99.25,Actual,10.36,10.36,99.25,99.25
Kota Padang Panjang,10.53,2013,99.33,Actual,10.53,10.53,99.33,99.33
Kota Padang Panjang,10.79,2014,99.87,Actual,10.79,10.79,99.87,99.87
Kota Padang Panjang,11.09,2015,99.63,Actual,11.09,11.09,99.63,99.63
Kota Padang Panjang,11.42,2016,99.84,Actual,11.42,11.42,99.84,99.84
Kota Padang Panjang,11.43,2017,99.94,Actual,11.43,11.43,99.94,99.94
Kota Padang Panjang,11.44,2018,99.47,Actual,11.44,11.44,99.47,99.47
Kota Padang Panjang,11.45,2019,100.0,Actual,11.45,11.45,100.0,100.0
Kota Padang Panjang,11.62,2020,99.94,Actual,11.62,11.62,99.94,99.94
Kota Padang Panjang,11.63,2021,99.95,Actual,11.63,11.63,99.95,99.95
Kota Padang Panjang,11.92,2022,99.88,Actual,11.92,11.92,99.88,99.88
Kota Padang Panjang,11.94,2023,99.89,Actual,11.94,11.94,99.89,99.89
Kota Padang Panjang,12.0,2024,99.96,Actual,12.0,12.0,99.96,99.96
Kota Padang Panjang,12.01,2025,99.88,Actual,12.01,12.01,99.88,99.88
Kota Padang Panjang,12.019972666606371,2026,99.80021797506478,Forecast,11.93718859984157,12.093230248909663,99.36566230432746,100.22949697035136
Kota Padang Panjang,12.029945341551148,2027,99.72043651155867,Forecast,11.76244972897016,12.275956851592431,98.28373567880008,101.10405264256319
Kota Padang Panjang,12.039918016495925,2028,99.64065504805257,Forecast,11.526780976085035,12.511873556592366,96.78079348398805,102.46963170608248
Kota Padang Panjang,12.049918013837813,2029,99.56065500519438,Forecast,11.216946571975987,12.796719324024322,95.22159712595641,103.81303437427133
Kota Padang Panjang,12.05989068878259,2030,99.48087354168825,Forecast,10.864285114520323,13.186070918993101,93.28235995561795,105.36177009492913
Kota Padang Panjang,12.06986336372737,2031,99.40109207818215,Forecast,10.48638526201668,13.52968409107391,91.2901157034902,107.04576486230732
Kota Padang Panjang,12.079836038672148,2032,99.32131061467602,Forecast,10.083486702588445,13.915604038387153,89.09412353699862,109.02809338870853
Kota Padang Panjang,12.089836036014034,2033,99.24131057181785,Forecast,9.689850324659256,14.393769696294108,86.82695794014751,111.37602231798495
Kota Padang Panjang,12.099808710958813,2034,99.16152910831173,Forecast,9.207887903920627,14.86447442796185,84.36714581522739,113.74279448225452
Kota Padang Panjang,12.10978138590359,2035,99.0817476448056,Forecast,8.821500869116074,15.330796645575264,81.29111713777995,116.06034950974971
Kota Pariaman,8.98,2010,99.47,Actual,8.98,8.98,99.47,99.47
Kota Pariaman,9.27,2011,98.51,Actual,9.27,9.27,98.51,98.51
Kota Pariaman,9.32,2012,99.1,Actual,9.32,9.32,99.1,99.1
Kota Pariaman,9.88,2013,99.61,Actual,9.88,9.88,99.61,99.61
Kota Pariaman,9.94,2014,99.97,Actual,9.94,9.94,99.97,99.97
Kota Pariaman,9.96,2015,99.75,Actual,9.96,9.96,99.75,99.75
Kota Pariaman,10.09,2016,99.91,Actual,10.09,10.09,99.91,99.91
Kota Pariaman,10.1,2017,99.66,Actual,10.1,10.1,99.66,99.66
Kota Pariaman,10.36,2018,99.58,Actual,10.36,10.36,99.58,99.58
Kota Pariaman,10.37,2019,99.55,Actual,10.37,10.37,99.55,99.55
Kota Pariaman,10.59,2020,99.26,Actual,10.59,10.59,99.26,99.26
Kota Pariaman,10.67,2021,99.61,Actual,10.67,10.67,99.61,99.61
Kota Pariaman,10.78,2022,99.69,Actual,10.78,10.78,99.69,99.69
Kota Pariaman,10.79,2023,99.7,Actual,10.79,10.79,99.7,99.7
Kota Pariaman,11.06,2024,99.84,Actual,11.06,11.06,99.84,99.84
Kota Pariaman,11.32,2025,99.67,Actual,11.32,11.32,99.67,99.67
Kota Pariaman,11.579289686843135,2026,99.50046397370485,Forecast,11.425767408577112,11.732436625314492,99.20435196540582,99.77089419932928
Kota Pariaman,11.838579307972829,2027,99.33092842039471,Forecast,11.353975058484716,12.306917779569094,98.38355847321154,100.19999302366746
Kota Pariaman,12.097868929102523,2028,99.16139286708457,Forecast,11.106852373699393,13.010921047987841,97.32104168460532,100.91401968056066
Kota Pariaman,12.357868932755864,2029,98.99139283280645,Forecast,10.765436919960923,13.837325233547716,96.18497344222402,101.59649865051244
Kota Pariaman,12.617158553885558,2030,98.82185727949631,Forecast,10.39387344665258,14.742857814687007,95.0231321747404,102.51777531212608
Kota Pariaman,12.876448175015254,2031,98.65232172618617,Forecast,10.014494772778594,15.64163177746886,93.71198993460811,103.51853883614247
Kota Pariaman,13.135737796144948,2032,98.48278617287603,Forecast,9.552417546140305,16.80663067169067,92.27444733556669,104.6667483215925
Kota Pariaman,13.395737799798287,2033,98.31278613859791,Forecast,8.846759179419632,17.777386607177007,90.78205853788232,105.99513554749223
Kota Pariaman,13.655027420927983,2034,98.14325058528777,Forecast,8.287043413634068,18.870292334170106,88.99762404022519,107.31654996687423
Kota Pariaman,13.914317042057679,2035,97.97371503197765,Forecast,7.834625621961072,20.145384089314085,87.55503612278063,108.93608417789667
Kota Payakumbuh,9.53,2010,99.01,Actual,9.53,9.53,99.01,99.01
Kota Payakumbuh,9.68,2011,98.56,Actual,9.68,9.68,98.56,98.56
Kota Payakumbuh,9.83,2012,99.36,Actual,9.83,9.83,99.36,99.36
Kota Payakumbuh,9.93,2013,99.48,Actual,9.93,9.93,99.48,99.48
Kota Payakumbuh,9.96,2014,99.89,Actual,9.96,9.96,99.89,99.89
Kota Payakumbuh,10.29,2015,100.0,Actual,10.29,10.29,100.0,100.0
Kota Payakumbuh,10.3,2016,100.0,Actual,10.3,10.3,100.0,100.0
Kota Payakumbuh,10.45,2017,99.92,Actual,10.45,10.45,99.92,99.92
Kota Payakumbuh,10.46,2018,99.89,Actual,10.46,10.46,99.89,99.89
Kota Payakumbuh,10.72,2019,99.58,Actual,10.72,10.72,99.58,99.58
Kota Payakumbuh,10.73,2020,99.66,Actual,10.73,10.73,99.66,99.66
Kota Payakumbuh,10.81,2021,99.79,Actual,10.81,10.81,99.79,99.79
Kota Payakumbuh,10.82,2022,99.95,Actual,10.82,10.82,99.95,99.95
Kota Payakumbuh,10.88,2023,99.83,Actual,10.88,10.88,99.83,99.83
Kota Payakumbuh,10.89,2024,99.95,Actual,10.89,10.89,99.95,99.95
Kota Payakumbuh,11.08,2025,99.89,Actual,11.08,11.08,99.89,99.89
Kota Payakumbuh,11.269480828358837,2026,99.83016398415039,Forecast,11.162024568192583,11.376904482959995,99.5967465832674,100.0786493026627
Kota Payakumbuh,11.458961701108498,2027,99.7703279179978,Forecast,11.116963337204107,11.804943423388648,99.01768201299204,100.54192701142163
Kota Payakumbuh,11.648442573858157,2028,99.71049185184523,Forecast,10.97800230566702,12.307143808111249,98.34630590253266,101.14184857840834
Kota Payakumbuh,11.838442572286583,2029,99.65049185126483,Forecast,10.761218555737502,12.819115895040918,97.55236160066259,102.0179428645809
Kota Payakumbuh,12.02792344503624,2030,99.59065578511225,Forecast,10.501780157750959,13.356864466169295,96.63302695391945,103.0176352812949
Kota Payakumbuh,12.2174043177859,2031,99.53081971895966,Forecast,10.213929901547969,14.06730797876395,95.49343157276866,104.1999562574289
Kota Payakumbuh,12.40688519053556,2032,99.47098365280708,Forecast,9.793989895060726,14.76952059420001,94.30937186084171,105.11175221239597
Kota Payakumbuh,12.596885188963988,2033,99.41098365222668,Forecast,9.399176248119003,15.473535880995184,93.06455257717647,106.26156448041664
Kota Payakumbuh,12.786366061713645,2034,99.35114758607409,Forecast,9.062376440306187,16.1653004429203,91.67728461668895,107.30693802321444
Kota Payakumbuh,12.975846934463304,2035,99.29131151992152,Forecast,8.537616618494242,16.963116374824942,90.24425037451694,108.7282796817595
Kota Sawahlunto,8.96,2010,98.81,Actual,8.96,8.96,98.81,98.81
Kota Sawahlunto,9.05,2011,97.88,Actual,9.05,9.05,97.88,97.88
Kota Sawahlunto,9.32,2012,98.58,Actual,9.32,9.32,98.58,98.58
Kota Sawahlunto,9.45,2013,99.82,Actual,9.45,9.45,99.82,99.82
Kota Sawahlunto,9.65,2014,100.0,Actual,9.65,9.65,100.0,100.0
Kota Sawahlunto,9.66,2015,99.63,Actual,9.66,9.66,99.63,99.63
Kota Sawahlunto,9.92,2016,100.0,Actual,9.92,9.92,100.0,100.0
Kota Sawahlunto,9.93,2017,100.0,Actual,9.93,9.93,100.0,100.0
Kota Sawahlunto,9.94,2018,99.37,Actual,9.94,9.94,99.37,99.37
Kota Sawahlunto,9.97,2019,99.57,Actual,9.97,9.97,99.57,99.57
Kota Sawahlunto,10.17,2020,99.86,Actual,10.17,10.17,99.86,99.86
Kota Sawahlunto,10.32,2021,99.87,Actual,10.32,10.32,99.87,99.87
Kota Sawahlunto,10.43,2022,99.74,Actual,10.43,10.43,99.74,99.74
Kota Sawahlunto,10.44,2023,99.41,Actual,10.44,10.44,99.41,99.41
Kota Sawahlunto,10.53,2024,99.81,Actual,10.53,10.53,99.81,99.81
Kota Sawahlunto,10.54,2025,99.84,Actual,10.54,10.54,99.84,99.84
Kota Sawahlunto,10.549972868058516,2026,99.86991783354627,Forecast,10.462471920835888,10.641467649794242,99.4184226337685,100.32908135424276
Kota Sawahlunto,10.55994556115632,2027,99.89983586229239,Forecast,10.280659089241354,10.858672022454387,98.47202006871521,101.35850985566495
Kota Sawahlunto,10.569918254254125,2028,99.9297538910385,Forecast,10.03868882140123,11.157137006735377,97.28407169188687,102.80426812882294
Kota Sawahlunto,10.579918269798773,2029,99.95975388698668,Forecast,9.727940142892363,11.464557508528019,95.89504275086432,104.22981111581112
Kota Sawahlunto,10.589890962896577,2030,99.98967191573279,Forecast,9.402348135275384,11.866659362105311,94.1618009750992,106.14259888189999
Kota Sawahlunto,10.599863655994382,2031,100.01958994447892,Forecast,9.056505501870049,12.241884634985594,92.36342233155302,108.2524518493889
Kota Sawahlunto,10.609836349092186,2032,100.04950797322505,Forecast,8.660884725518887,12.652196243164042,90.38561746700843,110.3288189502544
Kota Sawahlunto,10.619836364636834,2033,100.07950796917319,Forecast,8.235157887569661,13.020597587883234,87.98912864036517,112.62389345522809
Kota Sawahlunto,10.629809057734638,2034,100.10942599791932,Forecast,7.667834835689274,13.42145531489808,85.81813926678461,115.64921686929743
Kota Sawahlunto,10.639781750832443,2035,100.13934402666544,Forecast,7.201402829968126,13.973400392517936,83.11338745436532,118.3433848986958
Kota Solok,10.28,2010,99.04,Actual,10.28,10.28,99.04,99.04
Kota Solok,10.3,2011,98.6,Actual,10.3,10.3,98.6,98.6
Kota Solok,10.35,2012,99.55,Actual,10.35,10.35,99.55,99.55
Kota Solok,10.72,2013,99.41,Actual,10.72,10.72,99.41,99.41
Kota Solok,10.75,2014,99.95,Actual,10.75,10.75,99.95,99.95
Kota Solok,10.77,2015,99.91,Actual,10.77,10.77,99.91,99.91
Kota Solok,10.79,2016,100.0,Actual,10.79,10.79,100.0,100.0
Kota Solok,10.95,2017,99.84,Actual,10.95,10.95,99.84,99.84
Kota Solok,11.01,2018,99.86,Actual,11.01,11.01,99.86,99.86
Kota Solok,11.02,2019,99.19,Actual,11.02,11.02,99.19,99.19
Kota Solok,11.03,2020,99.59,Actual,11.03,11.03,99.59,99.59
Kota Solok,11.04,2021,99.6,Actual,11.04,11.04,99.6,99.6
Kota Solok,11.35,2022,99.84,Actual,11.35,11.35,99.84,99.84
Kota Solok,11.36,2023,99.83,Actual,11.36,11.36,99.83,99.83
Kota Solok,11.37,2024,99.8,Actual,11.37,11.37,99.8,99.8
Kota Solok,11.38,2025,99.81,Actual,11.38,11.38,99.81,99.81
Kota Solok,11.389972674103054,2026,99.81997273740464,Forecast,11.303068362807814,11.46564105598997,99.44590700548378,100.17172692859648
Kota Solok,11.399945352968363,2027,99.82994540743566,Forecast,11.122754994249682,11.649051402455658,98.61912887485123,100.98118436528051
Kota Solok,11.409918031833667,2028,99.83991807746669,Forecast,10.882005431746961,11.910903193626101,97.34161044070375,102.13502863756368
Kota Solok,11.419918033106825,2029,99.84991806988135,Forecast,10.57550381509195,12.187465294762617,96.01593156682607,103.47497023314746
Kota Solok,11.429890711972131,2030,99.85989073991239,Forecast,10.173484476045937,12.53158106975398,94.31742481707245,105.08254814348219
Kota Solok,11.439863390837436,2031,99.86986340994342,Forecast,9.788572034305817,12.877423524126115,92.52999832173579,107.05706471418242
Kota Solok,11.449836069702744,2032,99.87983607997445,Forecast,9.275156422745457,13.306528653174702,90.50952313784981,109.13354301902989
Kota Solok,11.459836070975898,2033,99.88983607238913,Forecast,8.825890916000676,13.81110123313911,88.50941109356748,111.09178710233354
Kota Solok,11.469808749841205,2034,99.89980874242015,Forecast,8.334116177631667,14.355414930840391,86.02452447981912,113.18649123576593
Kota Solok,11.479781428706511,2035,99.90978141245118,Forecast,7.874782080017892,14.924540012953535,83.81448543955452,115.53568641601372
